"FID"	"OBJECTID"	"AmbulanceR"	"BikeAge_Gr"	"Bike_Age"	"Bike_Alc_D"	"Bike_Dir"	"Bike_Injur"	"Bike_Pos"	"Bike_Race"	"Bike_Sex"	"City"	"County"	"CrashAlcoh"	"CrashDay"	"Crash_Date"	"Crash_Grp"	"Crash_Hour"	"Crash_Loc"	"Crash_Mont"	"Crash_Time"	"Crash_Type"	"Crash_Ty_1"	"Crash_Year"	"Crsh_Sevri"	"Developmen"	"DrvrAge_Gr"	"Drvr_Age"	"Drvr_Alc_D"	"Drvr_EstSp"	"Drvr_Injur"	"Drvr_Race"	"Drvr_Sex"	"Drvr_VehTy"	"ExcsSpdInd"	"Hit_Run"	"Latitude"	"Light_Cond"	"Locality"	"Longitude"	"Num_Lanes"	"Num_Units"	"Rd_Charact"	"Rd_Class"	"Rd_Conditi"	"Rd_Config"	"Rd_Defects"	"Rd_Feature"	"Rd_Surface"	"Region"	"Rural_Urba"	"Speed_Limi"	"Traff_Cntr"	"Weather"	"Workzone_I"	"Location"
"5276"	579	580	"Yes"	"16-19"	"16"	"No"	"Not Applicable"	"B: Evident Injury"	"Non-Roadway"	"White"	"Male"	"Kernersville"	"Forsyth"	"No"	"Monday"	"08/13/2012 12:00:00 AM"	"Bicyclist Failed to Yield - Midblock"	7	"Non-Intersection"	"August"	"7:16"	"Bicyclist Ride Out - Commercial Driveway / Alley"	NA	2012	"B: Evident Injury"	"Commercial"	"0-19"	"18"	"No"	"26-30 mph"	"O: No Injury"	"White"	"Female"	"Passenger Car"	"No"	"No"	36.1271	"Dark - Lighted Roadway"	"Urban (>70% Developed)"	-80.0691	"2 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"No Special Feature"	"Smooth Asphalt"	"Piedmont"	"Urban"	"20 - 25  MPH"	"No Control Present"	"Clear"	"No"	"(36.1271, -80.0691)"
"5277"	580	581	"Yes"	"20-24"	"20"	"No"	"With Traffic"	"K: Killed"	"Travel Lane"	"White"	"Male"	"Kill Devil Hills"	"Dare"	"Yes"	"Tuesday"	"08/07/2012 12:00:00 AM"	"Motorist Overtaking Bicyclist"	1	"Non-Intersection"	"August"	"1:55"	"Motorist Overtaking - Other /"	NA	2012	"K: Killed"	"Commercial"	"20-24"	"23"	"Yes"	"41-45 mph"	"O: No Injury"	"White"	"Male"	"Sport Utility"	"No"	"No"	35.99874	"Dark - Lighted Roadway"	"Urban (>70% Developed)"	-75.6481	"3 lanes"	2	"Straight - Level"	"NC Route"	"Wet"	"Two-Way, Not Divided"	"None"	"No Special Feature"	"Coarse Asphalt"	"Coastal"	"Urban"	"30 - 35  MPH"	"No Control Present"	"Cloudy"	"No"	"(35.99874, -75.6481)"
"5278"	581	582	"Yes"	"15-Nov"	"14"	"No"	"Facing Traffic"	"C: Possible Injury"	"Multi-use Path"	"White"	"Male"	"Nags Head"	"Dare"	"No"	"Thursday"	"07/26/2012 12:00:00 AM"	"Motorist Failed to Yield - Midblock"	21	"Non-Intersection"	"July"	"21:54"	"Motorist Drive Out - Commercial Driveway / Alley"	NA	2012	"C: Possible Injury"	"Commercial"	"60-69"	"61"	"No"	"6-10 mph"	"O: No Injury"	"White"	"Male"	"Passenger Car"	"No"	"No"	35.97764	"Dark - Roadway Not Lighted"	"Urban (>70% Developed)"	-75.6355	NA	2	"Straight - Level"	"Public Vehicular Area"	"Dry"	"Two-Way, Not Divided"	"None"	"Driveway, Public"	"Smooth Asphalt"	"Coastal"	"Rural"	"5 - 15 MPH"	"No Control Present"	"Clear"	"No"	"(35.97764, -75.6355)"
"5279"	582	583	"Yes"	"50-59"	"55"	"No"	"With Traffic"	"O: No Injury"	"Travel Lane"	"Black"	"Male"	"Salisbury"	"Rowan"	"No"	"Friday"	"08/17/2012 12:00:00 AM"	"Crossing Paths - Other Circumstances"	16	"Intersection-Related"	"August"	"16:29"	"Crossing Paths - Intersection - Other /"	NA	2012	"O: No Injury"	"Residential"	"50-59"	"53"	"No"	"6-10 mph"	"O: No Injury"	"White"	"Male"	"Passenger Car"	"No"	"No"	35.67276	"Daylight"	"Urban (>70% Developed)"	-80.4719	"2 lanes"	2	"Straight - Level"	"Local Street"	"Wet"	"Two-Way, Not Divided"	"None"	"T-Intersection"	"Smooth Asphalt"	"Piedmont"	"Urban"	"30 - 35  MPH"	"Stop Sign"	"Rain"	"No"	"(35.67276, -80.4719)"
"5280"	583	584	"Yes"	"15-Nov"	"11"	"No"	"With Traffic"	"B: Evident Injury"	"Travel Lane"	"Black"	"Male"	"Greensboro"	"Guilford"	"No"	"Friday"	"08/17/2012 12:00:00 AM"	"Bicyclist Failed to Yield - Sign-Controlled Intersection"	12	"Intersection"	"August"	"12:15"	"Bicyclist Ride Through - Sign-Controlled Intersection"	NA	2012	"B: Evident Injury"	"Residential"	"50-59"	"56"	"No"	"26-30 mph"	"O: No Injury"	"Black"	"Male"	"Passenger Car"	"No"	"No"	36.04376	"Daylight"	"Urban (>70% Developed)"	-79.804	"1 lane"	2	"Straight - Grade"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"Four-Way Intersection"	"Smooth Asphalt"	"Piedmont"	"Urban"	"30 - 35  MPH"	"Stop Sign"	"Clear"	"No"	"(36.04376, -79.804)"
"5281"	584	585	"Yes"	"40-49"	"45"	"No"	"With Traffic"	"B: Evident Injury"	"Travel Lane"	"Black"	"Male"	"Hickory"	"Catawba"	"No"	"Saturday"	"08/11/2012 12:00:00 AM"	"Motorist Right Turn / Merge"	17	"Intersection"	"August"	"17:30"	"Motorist Right Turn - Same Direction"	NA	2012	"B: Evident Injury"	"Residential"	"50-59"	"53"	"No"	"16-20 mph"	"O: No Injury"	"Black"	"Male"	"Pickup"	"No"	"No"	35.72361	"Daylight"	"Urban (>70% Developed)"	-81.3386	"2 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"Four-Way Intersection"	"Smooth Asphalt"	"Piedmont"	"Urban"	"20 - 25  MPH"	"Stop And Go Signal"	"Clear"	"No"	"(35.72361, -81.3386)"
"5282"	585	586	"Yes"	"20-24"	"20"	"No"	"Facing Traffic"	"C: Possible Injury"	"Sidewalk / Crosswalk / Driveway Crossing"	"Black"	"Male"	"Greensboro"	"Guilford"	"No"	"Wednesday"	"08/22/2012 12:00:00 AM"	"Motorist Failed to Yield - Signalized Intersection"	12	"Intersection"	"August"	"12:54"	"Motorist Drive Out - Right Turn on Red"	NA	2012	"C: Possible Injury"	"Commercial"	"20-24"	"22"	"No"	"0-5 mph"	"O: No Injury"	"Black"	"Male"	"Sport Utility"	"No"	"No"	36.07018	"Daylight"	"Urban (>70% Developed)"	-79.7916	"2 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"Four-Way Intersection"	"Smooth Asphalt"	"Piedmont"	"Urban"	"20 - 25  MPH"	"Stop And Go Signal"	"Cloudy"	"No"	"(36.07018, -79.7916)"
"5283"	586	587	"No"	"40-49"	"49"	"No"	"With Traffic"	"O: No Injury"	"Sidewalk / Crosswalk / Driveway Crossing"	"White"	"Male"	"Durham"	"Durham"	"No"	"Friday"	"08/03/2012 12:00:00 AM"	"Motorist Failed to Yield - Midblock"	17	"Non-Intersection"	"August"	"17:56"	"Motorist Drive Out - Commercial Driveway / Alley"	NA	2012	"O: No Injury"	"Commercial"	"30-39"	"37"	"No"	"0-5 mph"	"O: No Injury"	"White"	"Male"	"Passenger Car"	"No"	"No"	35.99466	"Daylight"	"Urban (>70% Developed)"	-78.9009	"3 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"One-Way, Not Divided"	"None"	"Driveway, Public"	"Smooth Asphalt"	"Piedmont"	"Urban"	"20 - 25  MPH"	"No Control Present"	"Clear"	"No"	"(35.99466, -78.9009)"
"5284"	587	588	"Yes"	"40-49"	"49"	"No"	"Facing Traffic"	"C: Possible Injury"	"Sidewalk / Crosswalk / Driveway Crossing"	"White"	"Male"	"Wilmington"	"New Hanover"	"No"	"Saturday"	"08/18/2012 12:00:00 AM"	"Motorist Failed to Yield - Signalized Intersection"	13	"Intersection"	"August"	"13:27"	"Motorist Drive Out - Right Turn on Red"	NA	2012	"C: Possible Injury"	"Commercial"	"20-24"	"20"	"No"	"6-10 mph"	"O: No Injury"	"White"	"Male"	"Passenger Car"	"No"	"No"	34.25615	"Daylight"	"Urban (>70% Developed)"	-77.8259	"3 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"T-Intersection"	"Smooth Asphalt"	"Coastal"	"Urban"	"30 - 35  MPH"	"Stop And Go Signal"	"Clear"	"No"	"(34.25615, -77.8259)"
"5285"	588	589	"No"	"15-Nov"	"14"	"No"	"With Traffic"	"O: No Injury"	"Bike Lane / Paved Shoulder"	"Black"	"Male"	"Mint Hill"	"Mecklenburg"	"No"	"Friday"	"08/17/2012 12:00:00 AM"	"Bicyclist Left Turn / Merge"	14	"Non-Intersection"	"August"	"14:58"	"Bicyclist Left Turn - Same Direction"	NA	2012	"O: No Injury"	"Residential"	"0-19"	"18"	"No"	"21-25 mph"	"O: No Injury"	"Hispanic"	"Male"	"Pickup"	"No"	"No"	35.20285	"Daylight"	"Urban (>70% Developed)"	-80.6852	"2 lanes"	2	"Straight - Level"	"State Secondary Route"	"Dry"	"Two-Way, Not Divided"	"None"	"No Special Feature"	"Smooth Asphalt"	"Piedmont"	"Urban"	"20 - 25  MPH"	"No Control Present"	"Clear"	"No"	"(35.20285, -80.6852)"
"5286"	589	590	"No"	"60-69"	"61"	"No"	"With Traffic"	"O: No Injury"	"Travel Lane"	"White"	"Male"	"Cary"	"Wake"	"No"	"Friday"	"08/10/2012 12:00:00 AM"	"Motorist Failed to Yield - Sign-Controlled Intersection"	13	"Intersection"	"August"	"13:36"	"Motorist Drive Out - Sign-Controlled Intersection"	NA	2012	"O: No Injury"	"Residential"	"70"	"70"	"No"	"0-5 mph"	"O: No Injury"	"White"	"Female"	"Passenger Car"	"No"	"No"	35.82801	"Daylight"	"Urban (>70% Developed)"	-78.9153	"2 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"No Special Feature"	"Smooth Asphalt"	"Piedmont"	"Urban"	"30 - 35  MPH"	"Stop Sign"	"Clear"	"No"	"(35.82801, -78.9153)"
"5287"	590	591	"Yes"	"40-49"	"44"	"Yes"	"With Traffic"	"K: Killed"	"Travel Lane"	"Black"	"Male"	"Raleigh"	"Wake"	"Yes"	"Monday"	"08/20/2012 12:00:00 AM"	"Motorist Overtaking Bicyclist"	3	"Non-Intersection"	"August"	"3:36"	"Motorist Overtaking - Other /"	NA	2012	"K: Killed"	"Residential"	"30-39"	"33"	"No"	"61-65 mph"	"O: No Injury"	"Black"	"Male"	"Single Unit Truck (2-Axle, 6-Tire)"	"No"	"No"	35.75698	"Dark - Roadway Not Lighted"	"Urban (>70% Developed)"	-78.7217	"6 lanes"	2	"Curve - Level"	"Interstate"	"Wet"	"Two-Way, Divided, Positive Median Barrier"	"None"	"No Special Feature"	"Smooth Asphalt"	"Piedmont"	"Urban"	"60 - 75 MPH"	"No Control Present"	"Cloudy"	"No"	"(35.75698, -78.7217)"
"5288"	591	592	"Yes"	"15-Nov"	"15"	"No"	"With Traffic"	"B: Evident Injury"	"Sidewalk / Crosswalk / Driveway Crossing"	"White"	"Male"	"Roanoke Rapids"	"Halifax"	"No"	"Thursday"	"08/16/2012 12:00:00 AM"	"Motorist Left Turn / Merge"	20	"Intersection"	"August"	"20:41"	"Motorist Left Turn - Opposite Direction"	NA	2012	"B: Evident Injury"	"Residential"	"0-19"	"17"	"No"	"21-25 mph"	"O: No Injury"	"White"	"Male"	"Passenger Car"	"No"	"No"	36.46612	"Dark - Lighted Roadway"	"Urban (>70% Developed)"	-77.652	"5 lanes"	2	"Straight - Level"	"NC Route"	"Dry"	"Two-Way, Not Divided"	"None"	"Related To Intersection"	"Concrete"	"Coastal"	"Urban"	"20 - 25  MPH"	"Stop Sign"	"Clear"	"No"	"(36.46612, -77.652)"
"5289"	592	593	"Yes"	"10-Jun"	"10"	"No"	"With Traffic"	"C: Possible Injury"	"Travel Lane"	"Black"	"Male"	"Raleigh"	"Wake"	"No"	"Thursday"	"08/23/2012 12:00:00 AM"	"Crossing Paths - Other Circumstances"	15	"Intersection"	"August"	"15:55"	"Sign-Controlled Intersection - Other /"	NA	2012	"C: Possible Injury"	"Residential"	"30-39"	"34"	"No"	"0-5 mph"	"O: No Injury"	"Black"	"Female"	"Sport Utility"	"No"	"No"	35.7786	"Daylight"	"Urban (>70% Developed)"	-78.6146	"4 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"Other"	"T-Intersection"	"Coarse Asphalt"	"Piedmont"	"Urban"	"20 - 25  MPH"	"Stop Sign"	"Clear"	"No"	"(35.7786, -78.6146)"
"5290"	593	594	"Yes"	"25-29"	"25"	"No"	"With Traffic"	"C: Possible Injury"	"Bike Lane / Paved Shoulder"	"White"	"Male"	"Greensboro"	"Guilford"	"No"	"Thursday"	"08/23/2012 12:00:00 AM"	"Motorist Right Turn / Merge"	17	"Intersection"	"August"	"17:00"	"Motorist Right Turn - Same Direction"	NA	2012	"C: Possible Injury"	"Institutional"	"20-24"	"20"	"No"	"0-5 mph"	"O: No Injury"	"White"	"Female"	"Passenger Car"	"No"	"No"	36.06623	"Daylight"	"Urban (>70% Developed)"	-79.8074	"2 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Divided, Positive Median Barrier"	"None"	"T-Intersection"	"Smooth Asphalt"	"Piedmont"	"Urban"	"20 - 25  MPH"	"Stop And Go Signal"	"Clear"	"No"	"(36.06623, -79.8074)"
"5291"	594	595	"Yes"	"20-24"	"21"	"No"	"Facing Traffic"	"C: Possible Injury"	"Sidewalk / Crosswalk / Driveway Crossing"	"Black"	"Male"	"Greensboro"	"Guilford"	"No"	"Thursday"	"08/23/2012 12:00:00 AM"	"Motorist Failed to Yield - Signalized Intersection"	20	"Intersection"	"August"	"20:59"	"Motorist Drive Out - Right Turn on Red"	NA	2012	"C: Possible Injury"	"Residential"	"25-29"	"25"	"No"	"0-5 mph"	"O: No Injury"	"White"	"Male"	"Passenger Car"	"No"	"No"	36.05084	"Dark - Lighted Roadway"	"Urban (>70% Developed)"	-79.8441	"8 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Divided, Unprotected Median"	"None"	"Four-Way Intersection"	"Coarse Asphalt"	"Piedmont"	"Urban"	"40 - 45  MPH"	"Stop And Go Signal"	"Clear"	"No"	"(36.05084, -79.8441)"
"5292"	595	596	"Yes"	"10-Jun"	"10"	"No"	"Not Applicable"	"B: Evident Injury"	"Sidewalk / Crosswalk / Driveway Crossing"	"White"	"Male"	"Ramseur"	"Randolph"	"No"	"Thursday"	"08/23/2012 12:00:00 AM"	"Bicyclist Failed to Yield - Midblock"	17	"Non-Intersection"	"August"	"17:19"	"Bicyclist Ride Out - Residential Driveway"	NA	2012	"B: Evident Injury"	"Farms, Woods, Pastures"	"50-59"	"53"	"No"	"51-55 mph"	"O: No Injury"	"White"	"Male"	"Pickup"	"No"	"No"	35.77623	"Daylight"	"Rural (<30% Developed)"	-79.65	"2 lanes"	2	"Straight - Grade"	"State Secondary Route"	"Dry"	"Two-Way, Not Divided"	"None"	"Driveway, Private"	"Smooth Asphalt"	"Piedmont"	"Rural"	"50 - 55  MPH"	"Double Yellow Line, No Passing Zone"	"Clear"	"No"	"(35.77623, -79.65)"
"5293"	596	597	"No"	"30-39"	"35"	"No"	"Facing Traffic"	"O: No Injury"	"Sidewalk / Crosswalk / Driveway Crossing"	"Black"	"Male"	"Durham"	"Durham"	"No"	"Friday"	"08/24/2012 12:00:00 AM"	"Motorist Failed to Yield - Midblock"	11	"Non-Intersection"	"August"	"11:11"	"Motorist Drive Out - Commercial Driveway / Alley"	NA	2012	"O: No Injury"	"Residential"	"50-59"	"51"	"No"	"0-5 mph"	"O: No Injury"	"White"	"Female"	"Passenger Car"	"No"	"No"	35.96548	"Daylight"	"Urban (>70% Developed)"	-78.9568	"2 lanes"	2	"Straight - Level"	"Public Vehicular Area"	"Dry"	"Two-Way, Not Divided"	"None"	"Driveway, Public"	"Coarse Asphalt"	"Piedmont"	"Urban"	"5 - 15 MPH"	"No Control Present"	"Clear"	"No"	"(35.96548, -78.9568)"
"5294"	597	598	"Yes"	"15-Nov"	"15"	"No"	"With Traffic"	"B: Evident Injury"	"Sidewalk / Crosswalk / Driveway Crossing"	"Black"	"Male"	"Greensboro"	"Guilford"	"No"	"Friday"	"08/24/2012 12:00:00 AM"	"Parallel Paths - Other Circumstances"	10	"Non-Intersection"	"August"	"10:46"	"Bicyclist Ride Out - Parallel Path"	NA	2012	"B: Evident Injury"	"Residential"	"30-39"	"30"	"No"	"31-35 mph"	"O: No Injury"	"White"	"Male"	"Pickup"	"No"	"No"	36.12158	"Daylight"	"Urban (>70% Developed)"	-79.7626	"2 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"No Special Feature"	"Smooth Asphalt"	"Piedmont"	"Urban"	"30 - 35  MPH"	"No Control Present"	"Clear"	"No"	"(36.12158, -79.7626)"
"5295"	598	599	"Yes"	"40-49"	"40"	"No"	"With Traffic"	"C: Possible Injury"	"Bike Lane / Paved Shoulder"	"Native American"	"Male"	"None - Rural Crash"	"Robeson"	"No"	"Friday"	"08/24/2012 12:00:00 AM"	"Motorist Overtaking Bicyclist"	17	"Non-Intersection"	"August"	"17:03"	"Motorist Overtaking - Other /"	NA	2012	"C: Possible Injury"	"Farms, Woods, Pastures"	NA	NA	"No"	"51-55 mph"	"Injury"	NA	NA	NA	"No"	"Yes"	34.73176	"Daylight"	"Rural (<30% Developed)"	-79.2363	"2 lanes"	2	"Straight - Level"	"State Secondary Route"	"Wet"	"Two-Way, Not Divided"	"None"	"No Special Feature"	"Coarse Asphalt"	"Coastal"	"Rural"	"50 - 55  MPH"	"No Control Present"	"Cloudy"	"No"	"(34.73176, -79.2363)"
"5296"	599	600	"Yes"	"30-39"	"32"	"No"	"Facing Traffic"	"C: Possible Injury"	"Travel Lane"	"White"	"Male"	"Greensboro"	"Guilford"	"No"	"Thursday"	"08/23/2012 12:00:00 AM"	"Crossing Paths - Other Circumstances"	21	"Intersection"	"August"	"21:10"	"Signalized Intersection - Other /"	NA	2012	"C: Possible Injury"	"Commercial"	NA	NA	"No"	"6-10 mph"	"O: No Injury"	NA	NA	"Passenger Car"	"No"	"Yes"	36.07669	"Dark - Lighted Roadway"	"Urban (>70% Developed)"	-79.8977	"5 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"No Special Feature"	"Smooth Asphalt"	"Piedmont"	"Urban"	"30 - 35  MPH"	"Stop And Go Signal"	"Clear"	"No"	"(36.07669, -79.8977)"
"5297"	600	601	"Yes"	"50-59"	"53"	"No"	"With Traffic"	"C: Possible Injury"	"Travel Lane"	"White"	"Male"	"Morehead City"	"Carteret"	"No"	"Friday"	"07/20/2012 12:00:00 AM"	"Motorist Overtaking Bicyclist"	11	"Non-Intersection"	"July"	"11:50"	"Motorist Overtaking - Other /"	NA	2012	"C: Possible Injury"	"Commercial"	"60-69"	"65"	"No"	"31-35 mph"	"O: No Injury"	"Black"	"Male"	"Pickup"	"No"	"No"	34.72092	"Daylight"	"Urban (>70% Developed)"	-76.6928	"2 lanes"	2	"Straight - Grade"	"US Route"	"Dry"	"Two-Way, Not Divided"	"None"	"Bridge"	"Concrete"	"Coastal"	"Urban"	"40 - 45  MPH"	"No Control Present"	"Clear"	"No"	"(34.72092, -76.6928)"
"5298"	601	602	"Yes"	"50-59"	"51"	"Yes"	"With Traffic"	"C: Possible Injury"	"Travel Lane"	"White"	"Male"	"None - Rural Crash"	"Buncombe"	"Yes"	"Tuesday"	"08/07/2012 12:00:00 AM"	"Motorist Overtaking Bicyclist"	17	"Non-Intersection"	"August"	"17:28"	"Motorist Overtaking - Other /"	NA	2012	"C: Possible Injury"	"Commercial"	NA	NA	NA	NA	"Injury"	NA	NA	NA	"No"	"Yes"	35.58689	"Daylight"	"Urban (>70% Developed)"	-82.5641	"2 lanes"	2	"Straight - Grade"	"Local Street"	"Dry"	"Two-Way, Divided, Unprotected Median"	"None"	"No Special Feature"	"Smooth Asphalt"	"Mountains"	"Rural"	"30 - 35  MPH"	"No Control Present"	"Cloudy"	"No"	"(35.58689, -82.5641)"
"5299"	602	603	"Yes"	"10-Jun"	"6"	"No"	"Not Applicable"	"C: Possible Injury"	"Non-Roadway"	"Black"	"Male"	"Greensboro"	"Guilford"	"No"	"Monday"	"05/07/2012 12:00:00 AM"	"Non-Roadway"	19	"Non-Roadway"	"May"	"19:02"	"Non-Roadway"	NA	2012	"C: Possible Injury"	"Residential"	"0-19"	"16"	"No"	"11-15 mph"	"O: No Injury"	"Black"	"Female"	"Passenger Car"	"No"	"No"	36.08311	"Daylight"	"Urban (>70% Developed)"	-79.7521	"2 lanes"	2	"Straight - Level"	"Public Vehicular Area"	"Dry"	"Two-Way, Not Divided"	"None"	"No Special Feature"	"Smooth Asphalt"	"Piedmont"	"Urban"	"5 - 15 MPH"	"No Control Present"	"Clear"	"No"	"(36.08311, -79.7521)"
"5300"	603	604	"Yes"	"40-49"	"43"	"Yes"	"Not Applicable"	"A: Disabling Injury"	"Bike Lane / Paved Shoulder"	"Hispanic"	"Male"	"Raleigh"	"Wake"	"Yes"	"Monday"	"08/27/2012 12:00:00 AM"	"Bicyclist Failed to Yield - Midblock"	19	"Non-Intersection"	"August"	"19:20"	"Bicyclist Ride Out - Other Midblock"	NA	2012	"A: Disabling Injury"	"Residential"	"25-29"	"28"	"No"	"31-35 mph"	"O: No Injury"	"Black"	"Male"	"Passenger Car"	"No"	"No"	35.78207	"Daylight"	"Urban (>70% Developed)"	-78.6938	"2 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Divided, Unprotected Median"	"None"	"No Special Feature"	"Smooth Asphalt"	"Piedmont"	"Urban"	"30 - 35  MPH"	"No Control Present"	"Clear"	"No"	"(35.78207, -78.6938)"
"5301"	604	605	"No"	"30-39"	"35"	"No"	"Facing Traffic"	"O: No Injury"	"Travel Lane"	"White"	"Male"	"Fayetteville"	"Cumberland"	"No"	"Friday"	"08/17/2012 12:00:00 AM"	"Head-On"	23	"Non-Intersection"	"August"	"23:47"	"Head-On - Bicyclist"	NA	2012	"O: No Injury"	"Commercial"	NA	NA	NA	NA	"Injury"	NA	NA	NA	"No"	"Yes"	35.01486	"Dark - Lighted Roadway"	"Urban (>70% Developed)"	-78.8973	"2 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"No Special Feature"	"Coarse Asphalt"	"Coastal"	"Urban"	"30 - 35  MPH"	"No Control Present"	"Cloudy"	"No"	"(35.01486, -78.8973)"
"5302"	605	606	"No"	"20-24"	"22"	"No"	"Not Applicable"	"O: No Injury"	"Driveway / Alley"	"Black"	"Female"	"Asheville"	"Buncombe"	"No"	"Friday"	"08/17/2012 12:00:00 AM"	"Crossing Paths - Other Circumstances"	12	"Intersection"	"August"	"12:53"	"Crossing Paths - Uncontrolled Intersection"	NA	2012	"B: Evident Injury"	"Commercial"	"60-69"	"62"	"No"	"31-35 mph"	"B: Evident Injury"	"White"	"Male"	"Single Unit Truck (2-Axle, 6-Tire)"	"No"	"No"	35.58335	"Daylight"	"Urban (>70% Developed)"	-82.5259	"8 lanes"	2	"Straight - Bottom"	"US Route"	"Dry"	"Two-Way, Not Divided"	"None"	"Four-Way Intersection"	"Coarse Asphalt"	"Mountains"	"Urban"	"30 - 35  MPH"	"Stop And Go Signal"	"Cloudy"	"No"	"(35.58335, -82.5259)"
"5303"	606	607	"No"	"50-59"	"51"	"No"	"With Traffic"	"C: Possible Injury"	"Travel Lane"	"White"	"Male"	"None - Rural Crash"	"Dare"	"No"	"Monday"	"08/27/2012 12:00:00 AM"	"Motorist Overtaking Bicyclist"	9	"Non-Intersection"	"August"	"9:15"	"Motorist Overtaking - Other /"	NA	2012	"C: Possible Injury"	"Commercial"	"40-49"	"41"	"No"	"31-35 mph"	"O: No Injury"	"White"	"Male"	"Pickup"	"No"	"No"	35.26596	"Daylight"	"Urban (>70% Developed)"	-75.5201	"2 lanes"	2	"Curve - Level"	"NC Route"	"Dry"	"Two-Way, Not Divided"	"None"	"Driveway, Public"	"Coarse Asphalt"	"Coastal"	"Rural"	"30 - 35  MPH"	"Double Yellow Line, No Passing Zone"	"Clear"	"No"	"(35.26596, -75.5201)"
"5304"	607	608	"No"	"30-39"	"32"	"No"	"Facing Traffic"	"O: No Injury"	"Travel Lane"	"White"	"Male"	"Charlotte"	"Mecklenburg"	"No"	"Tuesday"	"08/28/2012 12:00:00 AM"	"Bicyclist Failed to Yield - Signalized Intersection"	15	"Intersection"	"August"	"15:45"	"Bicyclist Ride Through - Signalized Intersection"	NA	2012	"O: No Injury"	"Commercial"	"40-49"	"47"	"No"	"21-25 mph"	"O: No Injury"	"White"	"Male"	"Passenger Car"	"No"	"No"	35.2305	"Daylight"	"Urban (>70% Developed)"	-80.8428	"2 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"One-Way, Not Divided"	"None"	"Four-Way Intersection"	"Smooth Asphalt"	"Piedmont"	"Urban"	"20 - 25  MPH"	"Stop And Go Signal"	"Cloudy"	"No"	"(35.2305, -80.8428)"
"5305"	608	609	"Yes"	"25-29"	"26"	"No"	"Not Applicable"	"O: No Injury"	"Non-Roadway"	"Black"	"Male"	"Winterville"	"Pitt"	"No"	"Tuesday"	"08/21/2012 12:00:00 AM"	"Non-Roadway"	14	"Non-Roadway"	"August"	"14:57"	"Non-Roadway"	NA	2012	"O: No Injury"	"Commercial"	"70"	"70"	"No"	"0-5 mph"	"O: No Injury"	"White"	"Female"	"Passenger Car"	"No"	"No"	35.5611	"Daylight"	"Urban (>70% Developed)"	-77.4079	NA	2	"Straight - Level"	"Public Vehicular Area"	"Dry"	"Two-Way, Not Divided"	"None"	"No Special Feature"	"Smooth Asphalt"	"Coastal"	"Urban"	"5 - 15 MPH"	"No Control Present"	"Cloudy"	"No"	"(35.5611, -77.4079)"
"5306"	609	610	"Yes"	"50-59"	"52"	"No"	"With Traffic"	"B: Evident Injury"	"Travel Lane"	"White"	"Female"	"Greensboro"	"Guilford"	"No"	"Sunday"	"08/26/2012 12:00:00 AM"	"Bicyclist Failed to Yield - Sign-Controlled Intersection"	14	"Intersection"	"August"	"14:55"	"Bicyclist Ride Through - Sign-Controlled Intersection"	NA	2012	"B: Evident Injury"	"Residential"	"30-39"	"32"	"No"	"31-35 mph"	"O: No Injury"	"White"	"Female"	"Passenger Car"	"No"	"No"	36.07411	"Daylight"	"Urban (>70% Developed)"	-79.8316	"2 lanes"	2	"Straight - Grade"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"T-Intersection"	"Smooth Asphalt"	"Piedmont"	"Urban"	"30 - 35  MPH"	"Stop Sign"	"Cloudy"	"No"	"(36.07411, -79.8316)"
